44.6359 103.182 22.4624 3.93695
80.9516 107.122 165.764 4.17487
180.076 72.6686 57.9075 4.29985
93.3823 118.584 35.5042 4.12095
84.8044 56.4057 0.635296 4.57044
185.291 41.5212 42.9169 4.07456
7.63918 60.0584 94.6021 4.35485
165.833 106.709 59.7276 4.09459
40.801 67.573 87.2299 4.0927
4.62335 86.6577 10.7872 3.94273
171.309 58.6432 27.6885 4.32036
191.577 112.022 37.3431 3.65123
105.986 144.751 137.864 4.11498
119.898 136.044 77.9358 4.1343
21.1718 88.6344 45.764 4.2568
102.97 95.1885 80.9458 4.3957
0.825107 19.3144 108.774 4.23605
76.2577 63.5617 128.524 3.80207
24.5849 84.2851 23.5158 3.81209
29.8595 99.5883 8.98761 4.15611
60.9785 62.8518 42.4696 3.94675
191.818 1.82954 22.1296 3.84696
12.5526 86.6083 22.7076 4.09033
154.352 36.3821 16.4365 4.34271
35.5322 93.2497 45.0015 4.52241
33.7774 123.186 51.8686 3.88457
15.725 75.173 76.4109 4.19649
3.59838 79.0752 112.165 4.05974
6.07433 75.5559 51.2292 4.25795
176.076 58.3245 77.0735 3.68898
34.1128 113.549 121.359 3.80339
47.4556 123.73 57.295 4.26416
196.653 63.6273 17.1239 3.89916
27.7006 70.1913 31.9127 4.1051
202.152 101.065 38.7947 4.34342
202.624 37.3588 57.1275 4.04502
0.836878 110.655 22.9267 4.23859
13.0623 118.388 27.9614 4.20821
14.423 77.2089 121.345 4.31539
8.46145 72.8929 11.2201 4.16258
47.9591 59.579 7.6538 3.65891
34.9999 66.7635 55.3017 3.79445
31.0011 43.7121 69.1729 3.66723
35.424 66.9789 134.081 3.85599
71.71 39.5382 76.5334 3.65843
43.5961 85.5198 69.607 3.87617
27.7308 37.4384 67.5251 3.51444
22.6821 100.765 124.495 4.40972
197.114 59.4095 6.65576 3.78528
60.5094 91.5766 15.2677 3.85044
162.27 82.6452 26.7465 3.78067
26.219 93.5238 31.8207 3.65981
32.0388 107.448 198.691 4.13364
35.5216 39.8535 156.432 4.08651
21.2541 63.0964 73.8435 4.14235
44.479 36.5448 68.4224 4.02794
31.865 73.5872 18.5912 3.89007
62.581 77.7013 49.8506 4.1774
12.1057 95.0304 21.4654 4.07484
9.96539 45.5284 55.5591 4.32918
46.5102 71.4642 43.9402 3.82215
12.9742 55.4177 41.8222 4.33798
50.8362 109.341 63.96 4.38877
30.4951 85.7382 104.904 3.72529
177.493 84.0635 43.0634 3.93342
63.9463 80.2075 78.8554 4.20484
9.51034 113.175 22.0299 3.699
75.1618 65.1697 61.7981 3.86688
181.314 127.753 13.1428 4.40859
43.69 142.862 24.6668 4.26146
8.85878 118.849 35.4159 4.19013
201.941 47.5441 193.471 4.03516
40.1235 80.8249 50.4747 4.01195
34.0897 91.569 30.452 4.1029
38.6793 105.69 41.9205 3.71713
61.4842 31.474 88.3009 3.70938
20.5812 99.0395 90.7998 3.76619
24.6608 44.8079 44.1359 3.74707
7.06576 91.5774 59.8598 4.06882
26.705 45.5901 61.7622 4.17761
9.48475 138.686 6.51336 4.13691
7.24195 104.956 24.9914 4.10876
13.7623 96.6441 88.3533 3.87638
44.8121 88.9874 30.3317 4.61095
47.4404 56.9598 35.8861 4.00252
193.589 78.908 9.27496 4.24421
29.8811 99.1486 26.9799 4.27907
25.9341 91.9703 23.8688 3.90017
42.5148 55.0777 43.4609 3.97262
19.5981 115.616 146.082 3.55523
85.7456 34.9477 47.5273 3.8119
14.4691 32.4427 79.3572 3.91469
42.8292 46.6452 44.9367 4.42717
31.7688 76.2026 78.2976 4.29014
23.9998 106.411 60.7757 3.76149
32.6697 99.3942 88.7351 4.40308
51.0477 73.6796 76.5373 3.8061
176.352 59.8173 53.1178 3.8262
85.2146 75.6017 29.6384 4.07647
27.0336 33.6825 170.636 3.71624
79.716 113.975 45.047 3.81081
13.788 103.551 199.381 4.15664
67.7397 65.2099 73.6933 3.87324
6.4844 117.315 8.84611 3.94933
48.3408 91.3742 39.1673 4.46438
55.578 106.159 76.5668 3.72198
60.4263 89.8669 81.3538 3.84317
14.2224 58.7694 73.46 3.7717
174.83 100.011 72.2844 3.89813
32.1047 48.914 133.055 3.95552
201.533 133.871 88.3171 4.20617
19.6084 100.528 82.9734 4.10775
59.805 72.2537 25.4678 4.33996
57.2865 0.741881 196.498 3.94142
31.5826 67.507 24.644 4.07636
47.4537 45.2331 192.891 4.15603
22.3347 132.635 164.099 4.6817
47.6324 94.2876 70.6355 3.89767
35.6607 52.9152 31.6621 4.0146
21.5552 98.2515 7.9271 4.30586
84.0818 79.8003 36.2905 3.56975
64.2248 76.194 41.6137 4.15311
12.7683 114.105 59.1735 3.85774
19.2766 91.717 19.336 3.97585
7.69339 77.0219 89.2875 4.14212
9.61106 59.5611 65.9572 3.89334
3.38 106.729 68.3844 3.766
45.5342 87.4367 109.868 3.93269
79.447 17.8764 98.7795 4.13875
31.1883 80.9131 196.033 4.0754
12.9948 35.2777 202.947 4.11169
24.2522 111.459 39.7972 3.51253
19.9723 69.8721 186.438 4.41451
48.2039 62.0923 195.609 3.66944
92.6617 89.3237 34.6395 4.09159
78.7426 77.3606 53.3804 3.68441
62.1736 94.4926 50.6719 3.86401
88.2041 92.0275 72.85 4.18957
23.9558 127.813 35.0332 3.64079
32.6001 32.5174 44.8439 4.30916
92.8329 40.2436 6.97898 3.72423
87.559 113.16 81.6964 4.09004
92.8331 98.4314 97.6947 3.66787
110.42 95.4128 86.2627 3.52782
57.1907 66.4778 53.6261 3.93116
29.3697 110.138 46.5209 3.83212
56.8277 66.8191 171.77 4.21733
67.2052 85.3063 176.323 4.18375
91.9246 39.4737 51.3633 3.86429
40.247 76.2972 35.9887 4.1193
96.9545 50.0835 31.7549 4.00338
58.9139 75.0025 65.554 3.98826
79.2821 34.7553 100.949 3.96264
45.1921 115.044 86.555 4.26761
37.9716 69.9594 79.0489 3.94715
52.2636 77.9295 87.1882 4.379
83.7624 129.996 42.579 3.88811
55.105 88.4277 96.598 4.07497
